timestamp;user_present;activity;outdoor_temp;humidity;light_level;day_of_week;hour_of_day;price_kWh
2022-01-01 00:00:00;1;sleeping;11.9;45.2;73.4;5;0;1500
2022-01-01 00:15:00;1;sleeping;11.7;39.6;5.3;5;0;1500
2022-01-01 00:30:00;1;sleeping;11.6;58.6;39.0;5;0;1500
2022-01-01 00:45:00;1;sleeping;11.7;69.9;39.4;5;0;1500
2022-01-01 01:00:00;1;sleeping;11.8;52.7;46.1;5;1;1500
2022-01-01 01:15:00;1;sleeping;11.6;37.5;57.1;5;1;1500
2022-01-01 01:30:00;1;sleeping;5.2;92.7;61.5;5;1;1500
2022-01-01 01:45:00;1;sleeping;4.1;89.1;28.6;5;1;1500
2022-01-01 02:00:00;1;sleeping;11.2;43.7;43.5;5;2;1500
2022-01-01 02:15:00;1;sleeping;11.7;41.1;12.3;5;2;1500
2022-01-01 02:30:00;1;sleeping;11.7;59.9;90.6;5;2;1500
2022-01-01 02:45:00;1;sleeping;11.9;61.7;96.8;5;2;1500
2022-01-01 03:00:00;1;sleeping;5.5;91.4;38.4;5;3;1500
2022-01-01 03:15:00;1;sleeping;12.6;48.3;2.0;5;3;1500
2022-01-01 03:30:00;1;sleeping;5.4;70.1;53.4;5;3;1500
2022-01-01 03:45:00;1;sleeping;11.1;47.4;39.0;5;3;1500
2022-01-01 04:00:00;1;sleeping;12.8;59.5;88.6;5;4;1500
2022-01-01 04:15:00;1;sleeping;12.3;62.9;12.7;5;4;1500
2022-01-01 04:30:00;1;sleeping;12.9;57.8;79.1;5;4;1500
2022-01-01 04:45:00;1;sleeping;6.2;69.7;15.0;5;4;1500
2022-01-01 05:00:00;1;sleeping;13.4;57.3;81.6;5;5;1500
2022-01-01 05:15:00;1;sleeping;13.8;38.7;72.1;5;5;1500
2022-01-01 05:30:00;1;sleeping;8.1;100.0;92.6;5;5;1500
2022-01-01 05:45:00;1;sleeping;12.8;42.7;86.3;5;5;1500
2022-01-01 06:00:00;1;sleeping;13.9;46.6;97.0;5;6;2500
2022-01-01 06:15:00;1;cooking;14.9;72.7;11.2;5;6;2500
2022-01-01 06:30:00;1;cooking;14.4;48.9;92.3;5;6;2500
2022-01-01 06:45:00;1;idle;15.3;35.6;22.3;5;6;2500
2022-01-01 07:00:00;1;cooking;15.7;52.0;57.1;5;7;2500
2022-01-01 07:15:00;1;cooking;10.5;79.1;57.1;5;7;2500
2022-01-01 07:30:00;1;idle;15.2;57.4;57.1;5;7;2500
2022-01-01 07:45:00;1;cooking;15.9;64.7;57.1;5;7;2500
2022-01-01 08:00:00;1;watching_tv;10.1;81.6;166.8;5;8;2500
2022-01-01 08:15:00;1;idle;9.9;69.1;166.8;5;8;2500
2022-01-01 08:30:00;1;watching_tv;17.2;50.9;166.8;5;8;2500
2022-01-01 08:45:00;1;watching_tv;16.6;62.3;166.8;5;8;2500
