timestamp;user_present;activity;outdoor_temp;humidity;light_level;day_of_week;hour_of_day;price_kWh
2022-01-01 00:00:00;1;sleeping;4.4;77.7;37.6;5;0;1500
2022-01-01 00:15:00;1;sleeping;4.5;72.6;43.1;5;0;1500
2022-01-01 00:30:00;1;sleeping;11.3;62.9;2.6;5;0;1500
2022-01-01 00:45:00;1;sleeping;5.5;100.0;2.6;5;0;1500
2022-01-01 01:00:00;1;sleeping;11.4;48.9;56.9;5;1;1500
2022-01-01 01:15:00;1;sleeping;11.8;63.8;49.4;5;1;1500
2022-01-01 01:30:00;1;sleeping;11.2;37.0;63.1;5;1;1500
2022-01-01 01:45:00;1;sleeping;4.8;99.4;69.4;5;1;1500
2022-01-01 02:00:00;1;sleeping;12.3;60.5;79.4;5;2;1500
2022-01-01 02:15:00;1;sleeping;10.8;38.9;26.7;5;2;1500
2022-01-01 02:30:00;1;sleeping;11.5;63.9;43.4;5;2;1500
2022-01-01 02:45:00;1;sleeping;4.6;79.5;42.0;5;2;1500
2022-01-01 03:00:00;1;sleeping;11.2;47.6;85.8;5;3;1500
2022-01-01 03:15:00;1;sleeping;11.1;47.3;71.0;5;3;1500
2022-01-01 03:30:00;1;sleeping;12.3;45.5;17.7;5;3;1500
2022-01-01 03:45:00;1;sleeping;12.3;69.6;47.0;5;3;1500
2022-01-01 04:00:00;1;sleeping;7.0;94.0;11.8;5;4;1500
2022-01-01 04:15:00;1;sleeping;12.0;72.6;88.9;5;4;1500
2022-01-01 04:30:00;1;sleeping;12.3;58.3;25.0;5;4;1500
2022-01-01 04:45:00;1;sleeping;13.0;58.8;21.9;5;4;1500
2022-01-01 05:00:00;1;sleeping;14.1;38.6;42.4;5;5;1500
2022-01-01 05:15:00;1;sleeping;7.8;94.9;39.1;5;5;1500
2022-01-01 05:30:00;1;sleeping;12.9;39.7;83.6;5;5;1500
2022-01-01 05:45:00;1;sleeping;13.7;37.6;41.8;5;5;1500
2022-01-01 06:00:00;1;sleeping;8.0;89.8;93.5;5;6;2500
2022-01-01 06:15:00;1;sleeping;15.5;55.1;59.4;5;6;2500
2022-01-01 06:30:00;1;sleeping;14.8;63.9;3.1;5;6;2500
2022-01-01 06:45:00;1;cooking;8.6;86.1;59.5;5;6;2500
2022-01-01 07:00:00;1;cooking;16.0;46.3;57.1;5;7;2500
2022-01-01 07:15:00;1;cooking;15.9;45.0;57.1;5;7;2500
2022-01-01 07:30:00;1;cooking;9.2;73.0;57.1;5;7;2500
2022-01-01 07:45:00;1;cooking;15.3;57.7;57.1;5;7;2500
2022-01-01 08:00:00;1;idle;16.8;53.5;166.8;5;8;2500
2022-01-01 08:15:00;1;idle;10.3;89.4;166.8;5;8;2500
2022-01-01 08:30:00;1;idle;10.0;75.0;166.8;5;8;2500
2022-01-01 08:45:00;1;idle;17.0;51.4;166.8;5;8;2500
2022-01-01 09:00:00;1;idle;17.3;43.9;262.9;5;9;2500
2022-01-01 09:15:00;1;idle;17.9;40.5;262.9;5;9;2500
2022-01-01 09:30:00;1;idle;17.5;48.5;262.9;5;9;2500
2022-01-01 09:45:00;1;idle;17.8;46.8;262.9;5;9;2500
2022-01-01 10:00:00;1;idle;11.9;100.0;337.7;5;10;2500
2022-01-01 10:15:00;1;idle;17.5;49.0;337.7;5;10;2500
2022-01-01 10:30:00;1;idle;18.1;36.5;337.7;5;10;2500
2022-01-01 10:45:00;1;idle;17.9;48.0;337.7;5;10;2500
2022-01-01 11:00:00;1;idle;19.1;39.8;385.2;5;11;2500
2022-01-01 11:15:00;1;idle;18.8;53.8;385.2;5;11;2500
2022-01-01 11:30:00;1;idle;13.2;83.2;385.2;5;11;2500
2022-01-01 11:45:00;1;idle;18.1;41.9;385.2;5;11;2500
2022-01-01 12:00:00;1;idle;12.6;84.0;401.5;5;12;2500
2022-01-01 12:15:00;1;idle;19.7;60.2;401.5;5;12;2500
2022-01-01 12:30:00;1;idle;13.5;89.4;401.5;5;12;2500
2022-01-01 12:45:00;1;idle;18.5;58.2;401.5;5;12;2500
2022-01-01 13:00:00;1;idle;18.8;51.1;385.2;5;13;2500
2022-01-01 13:15:00;1;idle;12.7;100.0;385.2;5;13;2500
2022-01-01 13:30:00;1;idle;13.9;100.0;385.2;5;13;2500
2022-01-01 13:45:00;1;idle;12.5;72.2;385.2;5;13;2500
2022-01-01 14:00:00;1;idle;18.6;68.7;337.7;5;14;2500
2022-01-01 14:15:00;1;idle;18.1;34.2;337.7;5;14;2500
2022-01-01 14:30:00;1;idle;12.4;74.2;337.7;5;14;2500
2022-01-01 14:45:00;1;idle;18.1;44.1;337.7;5;14;2500
2022-01-01 15:00:00;1;idle;11.1;86.4;262.9;5;15;2500
2022-01-01 15:15:00;1;cooking;13.0;79.7;262.9;5;15;2500
2022-01-01 15:30:00;1;idle;12.7;69.4;262.9;5;15;2500
2022-01-01 15:45:00;1;idle;18.0;44.3;262.9;5;15;2500
2022-01-01 16:00:00;1;cooking;11.8;72.6;166.8;5;16;2500
2022-01-01 16:15:00;1;idle;17.2;44.8;166.8;5;16;2500
2022-01-01 16:30:00;1;cooking;16.2;71.4;166.8;5;16;2500
2022-01-01 16:45:00;1;cooking;12.1;97.9;166.8;5;16;2500
2022-01-01 17:00:00;1;cooking;10.5;70.8;57.1;5;17;3000
2022-01-01 17:15:00;1;cooking;15.5;48.2;57.1;5;17;3000
2022-01-01 17:30:00;1;cooking;15.3;52.4;57.1;5;17;3000
2022-01-01 17:45:00;1;cooking;15.5;39.8;57.1;5;17;3000
2022-01-01 18:00:00;1;cooking;14.8;43.8;96.2;5;18;3000
2022-01-01 18:15:00;1;cooking;14.3;36.8;9.4;5;18;3000
2022-01-01 18:30:00;1;cooking;14.9;46.5;67.9;5;18;3000
2022-01-01 18:45:00;1;watching_tv;10.0;84.7;9.5;5;18;3000
2022-01-01 19:00:00;1;watching_tv;7.9;100.0;8.6;5;19;3000
2022-01-01 19:15:00;1;watching_tv;8.8;98.4;50.1;5;19;3000
2022-01-01 19:30:00;1;watching_tv;14.5;56.1;19.9;5;19;3000
2022-01-01 19:45:00;1;watching_tv;8.4;94.5;88.0;5;19;3000
2022-01-01 20:00:00;1;watching_tv;14.1;34.5;36.2;5;20;3000
2022-01-01 20:15:00;1;watching_tv;12.8;55.8;6.5;5;20;3000
2022-01-01 20:30:00;1;watching_tv;12.8;69.9;0.7;5;20;3000
2022-01-01 20:45:00;1;watching_tv;13.2;74.3;38.1;5;20;3000
2022-01-01 21:00:00;1;watching_tv;5.8;74.3;9.3;5;21;2500
2022-01-01 21:15:00;1;watching_tv;12.6;36.6;22.5;5;21;2500
2022-01-01 21:30:00;1;watching_tv;12.2;73.7;5.8;5;21;2500
2022-01-01 21:45:00;1;watching_tv;6.0;86.2;45.1;5;21;2500
2022-01-01 22:00:00;1;sleeping;10.9;66.4;43.3;5;22;1500
2022-01-01 22:15:00;1;sleeping;12.4;63.0;86.5;5;22;1500
2022-01-01 22:30:00;1;sleeping;6.0;91.5;61.1;5;22;1500
2022-01-01 22:45:00;1;sleeping;12.0;64.6;4.5;5;22;1500
2022-01-01 23:00:00;1;sleeping;4.3;98.9;47.0;5;23;1500
2022-01-01 23:15:00;1;sleeping;11.8;69.0;28.3;5;23;1500
2022-01-01 23:30:00;1;sleeping;10.5;46.9;34.7;5;23;1500
2022-01-01 23:45:00;1;sleeping;11.5;51.3;2.4;5;23;1500
2022-01-02 00:00:00;1;sleeping;11.2;70.9;17.2;6;0;1500
2022-01-02 00:15:00;1;sleeping;10.9;45.2;2.5;6;0;1500
2022-01-02 00:30:00;1;sleeping;10.2;46.8;85.4;6;0;1500
2022-01-02 00:45:00;1;sleeping;10.4;43.7;34.3;6;0;1500
2022-01-02 01:00:00;1;sleeping;11.9;49.7;33.6;6;1;1500
2022-01-02 01:15:00;1;sleeping;5.9;93.5;13.5;6;1;1500
2022-01-02 01:30:00;1;sleeping;11.4;75.3;93.2;6;1;1500
2022-01-02 01:45:00;1;sleeping;5.1;79.5;21.2;6;1;1500
2022-01-02 02:00:00;1;sleeping;11.5;47.3;89.3;6;2;1500
2022-01-02 02:15:00;1;sleeping;12.4;64.3;60.1;6;2;1500
2022-01-02 02:30:00;1;sleeping;10.8;36.3;58.8;6;2;1500
2022-01-02 02:45:00;1;sleeping;11.5;65.2;96.9;6;2;1500
2022-01-02 03:00:00;1;sleeping;12.5;39.8;74.6;6;3;1500
2022-01-02 03:15:00;1;sleeping;11.5;63.9;27.3;6;3;1500
2022-01-02 03:30:00;1;sleeping;6.2;100.0;50.0;6;3;1500
2022-01-02 03:45:00;1;sleeping;12.4;51.4;64.4;6;3;1500
2022-01-02 04:00:00;1;sleeping;13.2;43.2;85.4;6;4;1500
2022-01-02 04:15:00;1;sleeping;12.6;62.4;0.6;6;4;1500
2022-01-02 04:30:00;1;sleeping;7.5;90.1;10.3;6;4;1500
2022-01-02 04:45:00;1;sleeping;13.4;57.1;51.3;6;4;1500
2022-01-02 05:00:00;1;sleeping;8.3;70.7;90.1;6;5;1500
2022-01-02 05:15:00;1;sleeping;13.3;67.3;16.5;6;5;1500
2022-01-02 05:30:00;1;sleeping;14.1;41.4;17.6;6;5;1500
2022-01-02 05:45:00;1;sleeping;7.2;67.9;60.8;6;5;1500
2022-01-02 06:00:00;1;cooking;14.6;40.3;54.6;6;6;2500
2022-01-02 06:15:00;1;sleeping;15.5;69.2;89.4;6;6;2500
2022-01-02 06:30:00;1;sleeping;9.1;83.9;80.3;6;6;2500
2022-01-02 06:45:00;1;cooking;9.7;69.7;91.9;6;6;2500
2022-01-02 07:00:00;1;cooking;14.9;43.8;57.1;6;7;2500
2022-01-02 07:15:00;1;cooking;15.0;64.1;57.1;6;7;2500
2022-01-02 07:30:00;1;idle;9.5;96.7;57.1;6;7;2500
2022-01-02 07:45:00;1;idle;9.2;100.0;57.1;6;7;2500
2022-01-02 08:00:00;1;idle;16.8;54.6;166.6;6;8;2500
2022-01-02 08:15:00;1;cooking;11.3;84.9;166.6;6;8;2500
2022-01-02 08:30:00;1;idle;11.4;70.2;166.6;6;8;2500
2022-01-02 08:45:00;1;idle;16.5;68.9;166.6;6;8;2500
2022-01-02 09:00:00;1;idle;18.1;65.4;262.6;6;9;2500
2022-01-02 09:15:00;1;idle;12.6;76.8;262.6;6;9;2500
2022-01-02 09:30:00;1;idle;16.8;34.6;262.6;6;9;2500
2022-01-02 09:45:00;1;idle;12.5;100.0;262.6;6;9;2500
2022-01-02 10:00:00;1;idle;12.2;68.9;337.3;6;10;2500
2022-01-02 10:15:00;1;idle;19.0;33.5;337.3;6;10;2500
2022-01-02 10:30:00;1;idle;11.7;78.4;337.3;6;10;2500
2022-01-02 10:45:00;1;idle;18.5;70.2;337.3;6;10;2500
2022-01-02 11:00:00;1;idle;18.8;40.8;384.8;6;11;2500
2022-01-02 11:15:00;1;idle;18.2;52.8;384.8;6;11;2500
