timestamp;user_present;activity;outdoor_temp;humidity;light_level;day_of_week;hour_of_day;price_kWh
2022-01-01 00:00:00;1;sleeping;4.3;73.7;7.3;5;0;1500
2022-01-01 00:15:00;1;sleeping;10.4;75.4;58.1;5;0;1500
2022-01-01 00:30:00;1;sleeping;10.4;56.1;59.1;5;0;1500
2022-01-01 00:45:00;1;sleeping;11.4;60.7;73.5;5;0;1500
2022-01-01 01:00:00;1;sleeping;11.5;37.2;87.6;5;1;1500
2022-01-01 01:15:00;1;sleeping;5.3;98.7;33.8;5;1;1500
2022-01-01 01:30:00;1;sleeping;4.3;97.9;98.5;5;1;1500
2022-01-01 01:45:00;1;sleeping;10.1;56.2;75.5;5;1;1500
2022-01-01 02:00:00;1;sleeping;10.5;68.6;54.8;5;2;1500
2022-01-01 02:15:00;1;sleeping;11.6;73.2;26.4;5;2;1500
2022-01-01 02:30:00;1;sleeping;6.1;86.3;92.7;5;2;1500
2022-01-01 02:45:00;1;sleeping;11.0;73.5;76.8;5;2;1500
2022-01-01 03:00:00;1;sleeping;13.0;72.4;27.5;5;3;1500
2022-01-01 03:15:00;1;sleeping;5.4;97.5;92.6;5;3;1500
2022-01-01 03:30:00;1;sleeping;11.2;57.0;10.7;5;3;1500
2022-01-01 03:45:00;1;sleeping;12.8;53.0;37.1;5;3;1500
2022-01-01 04:00:00;1;sleeping;12.0;48.0;13.9;5;4;1500
2022-01-01 04:15:00;1;sleeping;13.1;62.8;47.2;5;4;1500
2022-01-01 04:30:00;1;sleeping;6.0;87.8;86.4;5;4;1500
2022-01-01 04:45:00;1;sleeping;13.6;40.3;37.6;5;4;1500
2022-01-01 05:00:00;1;sleeping;8.1;73.5;8.0;5;5;1500
2022-01-01 05:15:00;1;sleeping;14.8;42.6;60.8;5;5;1500
2022-01-01 05:30:00;1;sleeping;13.6;69.9;67.1;5;5;1500
2022-01-01 05:45:00;1;sleeping;14.5;62.7;67.3;5;5;1500
2022-01-01 06:00:00;1;sleeping;8.0;67.0;27.0;5;6;2500
2022-01-01 06:15:00;1;sleeping;15.4;50.8;22.9;5;6;2500
2022-01-01 06:30:00;1;sleeping;14.8;62.3;54.5;5;6;2500
2022-01-01 06:45:00;1;sleeping;9.2;100.0;64.4;5;6;2500
2022-01-01 07:00:00;1;cooking;15.4;39.3;57.1;5;7;2500
2022-01-01 07:15:00;1;cooking;15.1;55.0;57.1;5;7;2500
2022-01-01 07:30:00;1;cooking;10.8;72.0;57.1;5;7;2500
2022-01-01 07:45:00;1;cooking;15.8;71.9;57.1;5;7;2500
2022-01-01 08:00:00;1;cooking;17.0;67.3;166.8;5;8;2500
2022-01-01 08:15:00;1;cooking;11.2;95.5;166.8;5;8;2500
2022-01-01 08:30:00;1;idle;15.9;58.6;166.8;5;8;2500
2022-01-01 08:45:00;1;idle;17.4;50.9;166.8;5;8;2500
2022-01-01 09:00:00;1;cooking;12.1;92.9;262.9;5;9;2500
2022-01-01 09:15:00;1;idle;17.4;36.3;262.9;5;9;2500
2022-01-01 09:30:00;1;idle;11.6;97.6;262.9;5;9;2500
2022-01-01 09:45:00;1;idle;17.4;64.1;262.9;5;9;2500
2022-01-01 10:00:00;1;idle;18.3;54.4;337.7;5;10;2500
2022-01-01 10:15:00;1;idle;12.2;93.0;337.7;5;10;2500
2022-01-01 10:30:00;1;idle;18.9;40.0;337.7;5;10;2500
2022-01-01 10:45:00;1;idle;19.3;48.6;337.7;5;10;2500
2022-01-01 11:00:00;1;idle;19.0;60.2;385.2;5;11;2500
2022-01-01 11:15:00;1;idle;18.6;55.2;385.2;5;11;2500
2022-01-01 11:30:00;1;idle;19.1;57.4;385.2;5;11;2500
2022-01-01 11:45:00;1;idle;18.8;61.0;385.2;5;11;2500
2022-01-01 12:00:00;1;idle;18.4;45.0;401.5;5;12;2500
2022-01-01 12:15:00;1;idle;18.8;48.0;401.5;5;12;2500
2022-01-01 12:30:00;1;idle;19.8;48.4;401.5;5;12;2500
2022-01-01 12:45:00;1;idle;18.5;65.1;401.5;5;12;2500
2022-01-01 13:00:00;1;idle;19.9;51.3;385.2;5;13;2500
2022-01-01 13:15:00;1;idle;19.7;38.3;385.2;5;13;2500
2022-01-01 13:30:00;1;idle;12.4;78.3;385.2;5;13;2500
2022-01-01 13:45:00;1;idle;18.6;69.1;385.2;5;13;2500
2022-01-01 14:00:00;1;idle;17.9;56.1;337.7;5;14;2500
2022-01-01 14:15:00;1;idle;18.3;41.0;337.7;5;14;2500
2022-01-01 14:30:00;1;idle;12.6;77.9;337.7;5;14;2500
2022-01-01 14:45:00;1;idle;12.6;88.7;337.7;5;14;2500
2022-01-01 15:00:00;1;idle;11.2;97.4;262.9;5;15;2500
2022-01-01 15:15:00;1;idle;18.4;33.0;262.9;5;15;2500
2022-01-01 15:30:00;1;idle;17.1;34.5;262.9;5;15;2500
2022-01-01 15:45:00;1;idle;18.8;60.1;262.9;5;15;2500
2022-01-01 16:00:00;1;idle;16.2;58.9;166.8;5;16;2500
2022-01-01 16:15:00;1;cooking;16.9;39.8;166.8;5;16;2500
2022-01-01 16:30:00;1;cooking;12.2;78.3;166.8;5;16;2500
2022-01-01 16:45:00;1;cooking;16.5;35.0;166.8;5;16;2500
2022-01-01 17:00:00;1;cooking;16.2;59.6;57.1;5;17;3000
2022-01-01 17:15:00;1;cooking;10.1;90.7;57.1;5;17;3000
2022-01-01 17:30:00;1;cooking;10.7;76.6;57.1;5;17;3000
2022-01-01 17:45:00;1;cooking;9.3;100.0;57.1;5;17;3000
2022-01-01 18:00:00;1;cooking;14.7;42.6;18.4;5;18;3000
2022-01-01 18:15:00;1;cooking;15.5;63.5;14.0;5;18;3000
2022-01-01 18:30:00;1;cooking;14.5;55.7;3.4;5;18;3000
2022-01-01 18:45:00;1;cooking;15.4;47.6;48.5;5;18;3000
2022-01-01 19:00:00;1;cooking;14.9;50.1;29.2;5;19;3000
2022-01-01 19:15:00;1;cooking;13.6;74.5;17.5;5;19;3000
2022-01-01 19:30:00;1;cooking;14.4;54.5;6.2;5;19;3000
2022-01-01 19:45:00;1;watching_tv;13.8;52.9;21.3;5;19;3000
2022-01-01 20:00:00;1;watching_tv;13.1;50.8;59.8;5;20;3000
2022-01-01 20:15:00;1;watching_tv;6.9;74.9;94.9;5;20;3000
2022-01-01 20:30:00;1;watching_tv;12.7;52.6;98.9;5;20;3000
2022-01-01 20:45:00;1;watching_tv;12.7;68.7;10.1;5;20;3000
2022-01-01 21:00:00;1;watching_tv;12.0;35.3;38.0;5;21;2500
2022-01-01 21:15:00;1;watching_tv;13.0;64.8;52.7;5;21;2500
2022-01-01 21:30:00;1;watching_tv;7.1;88.3;51.6;5;21;2500
2022-01-01 21:45:00;1;watching_tv;12.1;66.7;78.8;5;21;2500
2022-01-01 22:00:00;1;sleeping;10.9;50.5;90.7;5;22;1500
2022-01-01 22:15:00;1;sleeping;12.2;65.9;16.3;5;22;1500
2022-01-01 22:30:00;1;watching_tv;11.1;44.3;84.6;5;22;1500
2022-01-01 22:45:00;1;watching_tv;4.9;82.1;83.8;5;22;1500
2022-01-01 23:00:00;1;sleeping;6.1;92.2;95.7;5;23;1500
2022-01-01 23:15:00;1;sleeping;11.3;55.1;24.4;5;23;1500
2022-01-01 23:30:00;1;sleeping;4.6;96.8;92.6;5;23;1500
2022-01-01 23:45:00;1;sleeping;10.9;73.6;81.7;5;23;1500
2022-01-02 00:00:00;1;sleeping;11.0;53.9;25.7;6;0;1500
2022-01-02 00:15:00;1;sleeping;10.8;57.6;16.6;6;0;1500
2022-01-02 00:30:00;1;sleeping;10.3;69.0;67.0;6;0;1500
2022-01-02 00:45:00;1;sleeping;4.4;91.7;39.8;6;0;1500
2022-01-02 01:00:00;1;sleeping;11.4;57.8;72.1;6;1;1500
2022-01-02 01:15:00;1;sleeping;11.2;44.6;80.4;6;1;1500
2022-01-02 01:30:00;1;sleeping;4.4;77.6;19.4;6;1;1500
2022-01-02 01:45:00;1;sleeping;11.2;47.9;51.4;6;1;1500
2022-01-02 02:00:00;1;sleeping;10.7;51.8;19.4;6;2;1500
2022-01-02 02:15:00;1;sleeping;12.1;74.7;93.5;6;2;1500
2022-01-02 02:30:00;1;sleeping;10.6;67.8;86.8;6;2;1500
2022-01-02 02:45:00;1;sleeping;5.8;92.9;46.7;6;2;1500
2022-01-02 03:00:00;1;sleeping;5.7;100.0;66.4;6;3;1500
2022-01-02 03:15:00;1;sleeping;5.3;92.4;13.6;6;3;1500
2022-01-02 03:30:00;1;sleeping;5.4;100.0;94.1;6;3;1500
2022-01-02 03:45:00;1;sleeping;6.2;100.0;5.2;6;3;1500
2022-01-02 04:00:00;1;sleeping;11.9;58.0;78.9;6;4;1500
2022-01-02 04:15:00;1;sleeping;13.2;66.9;65.0;6;4;1500
2022-01-02 04:30:00;1;sleeping;7.7;98.2;59.4;6;4;1500
2022-01-02 04:45:00;1;sleeping;12.9;40.5;30.8;6;4;1500
2022-01-02 05:00:00;1;sleeping;14.5;62.1;15.0;6;5;1500
2022-01-02 05:15:00;1;sleeping;14.4;55.8;15.0;6;5;1500
2022-01-02 05:30:00;1;sleeping;14.7;71.5;32.0;6;5;1500
2022-01-02 05:45:00;1;sleeping;7.2;77.0;8.7;6;5;1500
2022-01-02 06:00:00;1;sleeping;14.9;40.4;28.7;6;6;2500
2022-01-02 06:15:00;1;sleeping;15.7;68.4;78.5;6;6;2500
2022-01-02 06:30:00;1;sleeping;9.4;98.9;34.2;6;6;2500
2022-01-02 06:45:00;1;cooking;15.1;59.6;39.9;6;6;2500
2022-01-02 07:00:00;1;cooking;16.2;50.7;57.1;6;7;2500
2022-01-02 07:15:00;1;cooking;15.3;34.3;57.1;6;7;2500
2022-01-02 07:30:00;1;cooking;10.3;92.9;57.1;6;7;2500
2022-01-02 07:45:00;1;cooking;16.3;47.5;57.1;6;7;2500
2022-01-02 08:00:00;1;idle;11.5;79.6;166.6;6;8;2500
2022-01-02 08:15:00;1;cooking;10.2;89.8;166.6;6;8;2500
2022-01-02 08:30:00;1;idle;17.4;62.1;166.6;6;8;2500
2022-01-02 08:45:00;1;idle;16.1;54.2;166.6;6;8;2500
2022-01-02 09:00:00;1;idle;17.3;35.1;262.6;6;9;2500
2022-01-02 09:15:00;1;idle;17.0;54.0;262.6;6;9;2500
2022-01-02 09:30:00;1;idle;17.9;44.9;262.6;6;9;2500
2022-01-02 09:45:00;1;idle;11.9;100.0;262.6;6;9;2500
2022-01-02 10:00:00;1;idle;17.9;58.4;337.3;6;10;2500
2022-01-02 10:15:00;1;idle;19.1;58.2;337.3;6;10;2500
2022-01-02 10:30:00;1;idle;18.0;59.1;337.3;6;10;2500
2022-01-02 10:45:00;1;idle;12.5;95.4;337.3;6;10;2500
2022-01-02 11:00:00;1;idle;18.1;52.5;384.8;6;11;2500
2022-01-02 11:15:00;1;idle;19.4;69.9;384.8;6;11;2500
2022-01-02 11:30:00;1;idle;19.3;47.2;384.8;6;11;2500
2022-01-02 11:45:00;1;idle;19.8;38.8;384.8;6;11;2500
2022-01-02 12:00:00;1;idle;12.4;80.3;401.0;6;12;2500
2022-01-02 12:15:00;1;idle;19.5;41.6;401.0;6;12;2500
2022-01-02 12:30:00;1;idle;19.5;72.1;401.0;6;12;2500
2022-01-02 12:45:00;1;idle;18.4;65.0;401.0;6;12;2500
2022-01-02 13:00:00;1;idle;13.5;100.0;384.8;6;13;2500
2022-01-02 13:15:00;1;idle;13.8;75.5;384.8;6;13;2500
2022-01-02 13:30:00;1;idle;18.5;64.0;384.8;6;13;2500
2022-01-02 13:45:00;1;idle;19.5;61.8;384.8;6;13;2500
2022-01-02 14:00:00;1;idle;19.5;49.4;337.3;6;14;2500
2022-01-02 14:15:00;1;idle;17.7;53.6;337.3;6;14;2500
2022-01-02 14:30:00;1;idle;19.3;47.6;337.3;6;14;2500
2022-01-02 14:45:00;1;idle;19.1;42.7;337.3;6;14;2500
2022-01-02 15:00:00;1;idle;12.2;91.1;262.6;6;15;2500
2022-01-02 15:15:00;1;idle;11.7;100.0;262.6;6;15;2500
2022-01-02 15:30:00;1;idle;18.7;36.4;262.6;6;15;2500
2022-01-02 15:45:00;1;idle;12.3;96.8;262.6;6;15;2500
2022-01-02 16:00:00;1;cooking;18.2;47.6;166.6;6;16;2500
2022-01-02 16:15:00;1;idle;11.1;70.8;166.6;6;16;2500
2022-01-02 16:30:00;1;idle;16.4;38.1;166.6;6;16;2500
2022-01-02 16:45:00;1;cooking;11.9;96.3;166.6;6;16;2500
2022-01-02 17:00:00;1;cooking;10.8;92.0;57.1;6;17;3000
2022-01-02 17:15:00;1;cooking;16.3;72.1;57.1;6;17;3000
2022-01-02 17:30:00;1;cooking;15.7;55.9;57.1;6;17;3000
2022-01-02 17:45:00;1;cooking;10.5;93.0;57.1;6;17;3000
2022-01-02 18:00:00;1;cooking;15.8;62.2;48.5;6;18;3000
2022-01-02 18:15:00;1;cooking;16.1;68.3;45.7;6;18;3000
2022-01-02 18:30:00;1;cooking;14.3;48.1;12.5;6;18;3000
2022-01-02 18:45:00;1;watching_tv;16.2;72.2;76.2;6;18;3000
2022-01-02 19:00:00;1;cooking;13.9;55.7;90.4;6;19;3000
2022-01-02 19:15:00;1;watching_tv;13.8;36.6;77.4;6;19;3000
