timestamp;user_present;activity;outdoor_temp;humidity;light_level;day_of_week;hour_of_day;price_kWh
2022-01-01 00:00:00;1;sleeping;10.1;51.3;23.1;5;0;1500
2022-01-01 00:15:00;1;sleeping;10.6;51.3;1.2;5;0;1500
2022-01-01 00:30:00;1;sleeping;5.3;75.0;11.1;5;0;1500
2022-01-01 00:45:00;1;sleeping;10.7;68.4;19.1;5;0;1500
2022-01-01 01:00:00;1;sleeping;11.5;73.7;28.7;5;1;1500
2022-01-01 01:15:00;1;sleeping;5.7;100.0;81.7;5;1;1500
2022-01-01 01:30:00;1;sleeping;12.1;54.0;24.4;5;1;1500
2022-01-01 01:45:00;1;sleeping;11.6;73.7;1.4;5;1;1500
2022-01-01 02:00:00;1;sleeping;5.4;99.0;42.9;5;2;1500
2022-01-01 02:15:00;1;sleeping;11.7;41.4;44.7;5;2;1500
2022-01-01 02:30:00;1;sleeping;6.2;79.0;32.7;5;2;1500
2022-01-01 02:45:00;1;sleeping;11.7;57.9;95.6;5;2;1500
2022-01-01 03:00:00;1;sleeping;11.9;42.9;4.0;5;3;1500
2022-01-01 03:15:00;1;sleeping;11.3;75.2;36.0;5;3;1500
2022-01-01 03:30:00;1;sleeping;6.4;89.1;34.5;5;3;1500
2022-01-01 03:45:00;1;sleeping;12.0;58.4;47.4;5;3;1500
2022-01-01 04:00:00;1;sleeping;6.8;100.0;57.0;5;4;1500
2022-01-01 04:15:00;1;sleeping;7.7;100.0;2.3;5;4;1500
2022-01-01 04:30:00;1;sleeping;5.9;89.5;82.8;5;4;1500
2022-01-01 04:45:00;1;sleeping;7.5;80.2;72.1;5;4;1500
2022-01-01 05:00:00;1;sleeping;14.1;48.7;95.3;5;5;1500
2022-01-01 05:15:00;1;sleeping;8.1;95.6;14.5;5;5;1500
2022-01-01 05:30:00;1;sleeping;13.1;40.4;30.8;5;5;1500
2022-01-01 05:45:00;1;sleeping;8.7;96.4;48.8;5;5;1500
2022-01-01 06:00:00;1;sleeping;15.6;36.1;36.1;5;6;2500
2022-01-01 06:15:00;1;cooking;9.8;80.5;86.3;5;6;2500
