timestamp;user_present;activity;outdoor_temp;humidity;light_level;day_of_week;hour_of_day;price_kWh
2022-01-01 00:00:00;1;sleeping;11.3;42.1;37.8;5;0;1500
2022-01-01 00:15:00;1;sleeping;5.0;97.5;62.8;5;0;1500
2022-01-01 00:30:00;1;sleeping;11.7;45.5;24.4;5;0;1500
2022-01-01 00:45:00;1;sleeping;11.4;41.2;54.4;5;0;1500
2022-01-01 01:00:00;1;sleeping;10.7;36.0;3.1;5;1;1500
2022-01-01 01:15:00;1;sleeping;4.8;98.3;32.2;5;1;1500
2022-01-01 01:30:00;1;sleeping;11.0;53.5;7.6;5;1;1500
2022-01-01 01:45:00;1;sleeping;11.7;70.7;61.8;5;1;1500
2022-01-01 02:00:00;1;sleeping;11.7;39.6;59.0;5;2;1500
2022-01-01 02:15:00;1;sleeping;6.2;69.3;93.3;5;2;1500
2022-01-01 02:30:00;1;sleeping;5.9;76.2;40.2;5;2;1500
2022-01-01 02:45:00;1;sleeping;11.3;41.9;92.4;5;2;1500
2022-01-01 03:00:00;1;sleeping;12.6;55.0;61.4;5;3;1500
2022-01-01 03:15:00;1;sleeping;12.3;37.9;29.3;5;3;1500
2022-01-01 03:30:00;1;sleeping;11.4;60.3;46.2;5;3;1500
2022-01-01 03:45:00;1;sleeping;12.6;53.8;18.2;5;3;1500
2022-01-01 04:00:00;1;sleeping;13.6;49.7;43.6;5;4;1500
2022-01-01 04:15:00;1;sleeping;12.5;69.2;91.2;5;4;1500
2022-01-01 04:30:00;1;sleeping;12.1;52.3;0.4;5;4;1500
2022-01-01 04:45:00;1;sleeping;11.9;43.1;83.4;5;4;1500
2022-01-01 05:00:00;1;sleeping;12.9;49.5;11.8;5;5;1500
2022-01-01 05:15:00;1;sleeping;14.3;67.7;8.7;5;5;1500
2022-01-01 05:30:00;1;sleeping;8.6;81.5;90.3;5;5;1500
2022-01-01 05:45:00;1;sleeping;14.3;34.4;8.5;5;5;1500
2022-01-01 06:00:00;1;sleeping;15.8;67.3;87.4;5;6;2500
2022-01-01 06:15:00;1;sleeping;14.3;53.4;75.0;5;6;2500
2022-01-01 06:30:00;1;sleeping;13.9;69.2;41.6;5;6;2500
