timestamp;user_present;activity;outdoor_temp;humidity;light_level;day_of_week;hour_of_day;price_kWh
2022-01-01 00:00:00;1;sleeping;11.5;50.1;81.9;5;0;1500
2022-01-01 00:15:00;1;sleeping;11.9;57.9;74.4;5;0;1500
2022-01-01 00:30:00;1;sleeping;10.3;58.7;26.6;5;0;1500
2022-01-01 00:45:00;1;sleeping;12.0;62.8;20.7;5;0;1500
2022-01-01 01:00:00;1;sleeping;11.3;57.2;13.2;5;1;1500
2022-01-01 01:15:00;1;sleeping;5.6;100.0;41.6;5;1;1500
2022-01-01 01:30:00;1;sleeping;5.5;83.6;28.1;5;1;1500
2022-01-01 01:45:00;1;sleeping;4.4;88.9;18.1;5;1;1500
2022-01-01 02:00:00;1;sleeping;11.7;41.0;33.7;5;2;1500
2022-01-01 02:15:00;1;sleeping;5.0;87.3;15.3;5;2;1500
2022-01-01 02:30:00;1;sleeping;4.7;100.0;17.4;5;2;1500
2022-01-01 02:45:00;1;sleeping;11.0;36.4;58.1;5;2;1500
2022-01-01 03:00:00;1;sleeping;11.5;71.3;85.4;5;3;1500
2022-01-01 03:15:00;1;sleeping;6.7;72.5;35.8;5;3;1500
2022-01-01 03:30:00;1;sleeping;12.3;43.7;96.7;5;3;1500
2022-01-01 03:45:00;1;sleeping;12.3;37.9;88.4;5;3;1500
2022-01-01 04:00:00;1;sleeping;13.5;48.8;17.7;5;4;1500
2022-01-01 04:15:00;1;sleeping;6.7;97.3;56.4;5;4;1500
2022-01-01 04:30:00;1;sleeping;13.7;45.2;75.1;5;4;1500
2022-01-01 04:45:00;1;sleeping;13.8;70.5;8.3;5;4;1500
2022-01-01 05:00:00;1;sleeping;14.2;51.9;11.7;5;5;1500
2022-01-01 05:15:00;1;sleeping;13.9;38.2;35.7;5;5;1500
2022-01-01 05:30:00;1;sleeping;7.0;93.0;67.5;5;5;1500
2022-01-01 05:45:00;1;sleeping;7.5;83.1;57.9;5;5;1500
2022-01-01 06:00:00;1;sleeping;15.4;67.7;8.6;5;6;2500
