timestamp;user_present;activity;outdoor_temp;humidity;light_level;day_of_week;hour_of_day;price_kWh
2022-01-01 00:00:00;1;sleeping;11.5;56.6;0.9;5;0;1500
2022-01-01 00:15:00;1;sleeping;11.2;57.0;92.7;5;0;1500
2022-01-01 00:30:00;1;sleeping;10.2;47.5;46.7;5;0;1500
2022-01-01 00:45:00;1;sleeping;12.0;69.8;69.4;5;0;1500
2022-01-01 01:00:00;1;sleeping;4.8;94.4;68.1;5;1;1500
2022-01-01 01:15:00;1;sleeping;11.0;46.2;47.5;5;1;1500
2022-01-01 01:30:00;1;sleeping;4.6;86.2;32.4;5;1;1500
2022-01-01 01:45:00;1;sleeping;4.5;89.4;43.4;5;1;1500
2022-01-01 02:00:00;1;sleeping;10.8;48.6;81.6;5;2;1500
2022-01-01 02:15:00;1;sleeping;5.0;93.1;39.9;5;2;1500
2022-01-01 02:30:00;1;sleeping;11.5;72.5;66.6;5;2;1500
2022-01-01 02:45:00;1;sleeping;11.7;70.2;37.1;5;2;1500
2022-01-01 03:00:00;1;sleeping;13.0;69.3;37.3;5;3;1500
2022-01-01 03:15:00;1;sleeping;11.9;54.4;94.6;5;3;1500
2022-01-01 03:30:00;1;sleeping;12.2;65.9;87.3;5;3;1500
2022-01-01 03:45:00;1;sleeping;12.4;56.8;81.5;5;3;1500
2022-01-01 04:00:00;1;sleeping;13.6;73.6;42.7;5;4;1500
2022-01-01 04:15:00;1;sleeping;13.5;58.3;28.1;5;4;1500
2022-01-01 04:30:00;1;sleeping;12.7;60.1;80.8;5;4;1500
2022-01-01 04:45:00;1;sleeping;12.0;44.2;91.0;5;4;1500
2022-01-01 05:00:00;1;sleeping;7.0;84.9;85.4;5;5;1500
2022-01-01 05:15:00;1;sleeping;13.7;47.6;14.7;5;5;1500
2022-01-01 05:30:00;1;sleeping;7.7;96.9;56.7;5;5;1500
2022-01-01 05:45:00;1;sleeping;14.5;40.9;65.1;5;5;1500
2022-01-01 06:00:00;1;cooking;15.2;42.2;53.1;5;6;2500
2022-01-01 06:15:00;1;sleeping;15.4;50.0;63.5;5;6;2500
2022-01-01 06:30:00;1;cooking;14.7;51.9;50.0;5;6;2500
